GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
oscar-cp,oscar.cp.scheduling.util,ThetaLambdaTreeWithTransitionTimes,46,1231,1,37,7,163,5,42,4,24
oscar-cp,oscar.cp.scheduling.util,BoundsCache,156,0,4,0,21,0,11,0,9,0
oscar-cp,oscar.cp.scheduling.util,TransitionLowerBounds,171,253,0,8,13,23,11,17,11,13
oscar-cp,oscar.cp.scheduling.util,ResourceCache,175,0,6,0,25,0,12,0,9,0
oscar-cp,oscar.cp.scheduling.precedencegraph.branching.decisions,PrecGraphDecisionForNoGood,55,0,0,0,5,0,9,0,9,0
oscar-cp,oscar.cp.scheduling.precedencegraph.branching.decisions,PrecGraphDecisionFailCallBack,55,0,2,0,7,0,6,0,5,0
oscar-cp,oscar.cp.scheduling.precedencegraph.branching.decisions,PrecedenceDecision,11,42,0,0,2,3,2,5,2,5
oscar-cp,oscar.cp.scheduling.precedencegraph.branching.decisions,PrecGraphDecision,40,0,0,0,5,0,5,0,5,0
oscar-cp,oscar.cp.examples.multiobjective,BiKnapsackLNS,4,0,0,0,0,0,1,0,1,0
oscar-cp,oscar.cp.examples.multiobjective,BiQuadraticAssignment.,597,0,22,0,36,0,31,0,20,0
oscar-cp,oscar.cp.examples.multiobjective,BiQuadraticAssignment,4,0,0,0,0,0,1,0,1,0
oscar-cp,oscar.cp.examples.multiobjective,BiTSP,4,0,0,0,0,0,1,0,1,0
oscar-cp,oscar.cp.examples.multiobjective,BiKnapsack,4,0,0,0,0,0,1,0,1,0
oscar-cp,oscar.cp.examples.multiobjective,BiKnapsackLNS.,582,0,16,0,38,0,26,0,18,0
oscar-cp,oscar.cp.examples.multiobjective,BiTSP.,205,0,0,0,25,0,7,0,7,0
oscar-cp,oscar.cp.examples.multiobjective,BiKnapsack.,555,0,16,0,34,0,26,0,18,0
oscar-cp,oscar.algo.reversible,ReversibleSparseSetJava.,12,0,0,0,1,0,3,0,3,0
oscar-cp,oscar.algo.reversible,ReversibleBitSet.SparseBitSet,72,94,6,6,8,15,9,6,5,4
oscar-cp,oscar.algo.reversible,ReversibleSparseBitSet,136,590,5,39,17,106,9,47,5,29
oscar-cp,oscar.algo.reversible,ReversibleBoundedSet,112,246,15,17,17,39,17,9,5,5
oscar-cp,oscar.algo.reversible,ReversibleSparseSubset.,12,41,0,0,1,5,2,2,2,2
oscar-cp,oscar.algo.reversible,ReversibleSparseSet..anon.new IterableOnce() {...},69,0,6,0,5,0,6,0,3,0
oscar-cp,oscar.algo.reversible,ReversiblePointer,26,55,2,4,3,10,6,12,5,10
oscar-cp,oscar.algo.reversible,ReversiblePointer.,19,0,0,0,4,0,4,0,4,0
oscar-cp,oscar.algo.reversible,ReversibleSharedSparseSet,9,229,6,8,1,31,6,17,1,15
oscar-cp,oscar.algo.reversible,ReversibleArrayStack,100,97,7,7,15,18,12,10,7,8
oscar-cp,oscar.algo.reversible,AbstractOrderedSet..anon.new IterableOnce() {...},8,50,2,6,0,7,2,5,0,3
oscar-cp,oscar.algo.reversible,ReversibleBoolean..anon.new TrailEntry() {...},4,13,1,1,0,2,1,2,0,2
oscar-cp,oscar.algo.reversible,ReversibleBoolean..anon.new TrailEntry() {...},4,13,1,1,0,2,1,2,0,2
oscar-cp,oscar.algo.reversible,ReversibleSparseSubset,85,371,11,29,4,50,13,34,3,24
oscar-cp,oscar.algo.reversible,ReversibleLong.,16,0,0,0,2,0,3,0,3,0
oscar-cp,oscar.algo.reversible,ReversibleSparseSetManual,53,147,4,6,9,27,4,10,2,7
oscar-cp,oscar.algo.reversible,SparseSet,3,54,0,0,0,15,1,9,1,9
oscar-cp,oscar.algo.reversible,ReversibleQueue,0,5,0,0,0,1,0,1,0,1
oscar-cp,oscar.algo.reversible,ReversibleSparseSet,469,329,68,24,85,53,55,21,17,13
oscar-cp,oscar.algo.reversible,ReversibleSparseBitSet.BitSet,170,65,12,4,20,8,15,5,7,5
oscar-cp,oscar.algo.reversible,ReversibleBoolean,6,104,1,11,1,26,2,14,1,9
oscar-cp,oscar.algo.reversible,ReversibleSet,0,73,0,4,0,13,0,8,0,6
oscar-cp,oscar.algo.reversible,ReversibleContextImpl,37,156,3,5,7,32,6,15,4,13
oscar-cp,oscar.algo.reversible,ReversibleTrailEntry,0,15,0,0,0,2,0,2,0,2
oscar-cp,oscar.algo.reversible,ReversibleContextImpl..anon.new TrailEntry() {...},0,11,0,0,0,1,0,2,0,2
oscar-cp,oscar.algo.reversible,OrderedSet,83,0,0,0,17,0,13,0,13,0
oscar-cp,oscar.algo.reversible,ReversibleBoundedSet..anon.new IterableOnce() {...},44,0,4,0,6,0,5,0,3,0
oscar-cp,oscar.algo.reversible,ReversibleDoubleTrailEntry,16,0,0,0,2,0,2,0,2,0
oscar-cp,oscar.algo.reversible,ReversibleInterval,260,0,42,0,30,0,36,0,15,0
oscar-cp,oscar.algo.reversible,SparseSet.,12,0,0,0,1,0,3,0,3,0
oscar-cp,oscar.algo.reversible,ReversibleDisjointSets,16,117,2,6,1,12,4,8,2,6
oscar-cp,oscar.algo.reversible,ReversibleContext.,5,9,0,0,1,1,1,2,1,2
oscar-cp,oscar.algo.reversible,MagicBoolean,55,0,2,0,11,0,6,0,5,0
oscar-cp,oscar.algo.reversible,AbstractSparseSet..anon.new IterableOnce() {...},10,49,2,4,0,7,2,4,0,3
oscar-cp,oscar.algo.reversible,BitSetOp.,5,53,0,0,1,6,1,6,1,6
oscar-cp,oscar.algo.reversible,ReversibleSparseBitSetEntry,0,15,0,0,0,2,0,2,0,2
oscar-cp,oscar.algo.reversible,AbstractSparseSet,358,436,63,49,65,90,44,37,6,19
oscar-cp,oscar.algo.reversible,ReversibleSparseSetSimple,70,86,4,4,12,15,10,5,8,3
oscar-cp,oscar.algo.reversible,ReversibleSparseSetJava,14,66,0,0,2,11,3,9,3,9
oscar-cp,oscar.algo.reversible,ReversibleInt.,5,14,0,0,1,2,1,3,1,3
oscar-cp,oscar.algo.reversible,ReversibleOrderedSet,6,116,0,0,0,18,2,11,2,11
oscar-cp,oscar.algo.reversible,ReversibleDouble,47,0,0,0,8,0,5,0,5,0
oscar-cp,oscar.algo.reversible,ReversibleContext,3,0,0,0,0,0,1,0,1,0
oscar-cp,oscar.algo.reversible,ReversibleBitSet,51,211,1,15,3,39,4,18,3,11
oscar-cp,oscar.algo.reversible,ReversibleDouble.,16,0,0,0,2,0,3,0,3,0
oscar-cp,oscar.algo.reversible,AbstractOrderedSet,39,252,13,25,2,35,13,17,2,9
oscar-cp,oscar.algo.reversible,BitSetOp,22,0,0,0,0,0,5,0,5,0
oscar-cp,oscar.algo.reversible,Reversible,0,25,0,2,0,6,0,3,0,2
oscar-cp,oscar.algo.reversible,ReversibleInt,14,167,0,6,1,37,3,17,3,14
oscar-cp,oscar.algo.reversible,ReversibleLongTrailEntry,0,16,0,0,0,2,0,2,0,2
oscar-cp,oscar.algo.reversible,ReversibleSparseSubset..anon.new IterableOnce() {...},4,65,2,4,0,5,2,4,0,3
oscar-cp,oscar.algo.reversible,ReversibleSparseSubset..anon.new IterableOnce() {...},4,63,2,4,0,5,2,4,0,3
oscar-cp,oscar.algo.reversible,ReversibleSparseSubset..anon.new IterableOnce() {...},4,57,2,4,0,5,2,4,0,3
oscar-cp,oscar.algo.reversible,ReversibleArrayStack.,5,7,0,0,0,1,1,2,1,2
oscar-cp,oscar.algo.reversible,ReversibleSparseSubset..anon.new IterableOnce() {...},4,63,2,4,0,5,2,4,0,3
oscar-cp,oscar.algo.reversible,ReversibleLong,61,14,0,0,12,2,5,2,5,2
oscar-cp,oscar.algo.reversible,ReversibleDisjointSets.,5,11,0,0,1,2,1,2,1,2
oscar-cp,oscar.algo.reversible,Queue,21,55,2,6,6,11,4,10,3,7
oscar-cp,oscar.cp.examples.scheduling,VariableCapacity.,330,0,0,0,22,0,23,0,23,0
oscar-cp,oscar.cp.examples.scheduling,JobShop.,465,0,2,0,46,0,18,0,17,0
oscar-cp,oscar.cp.examples.scheduling,RCPSP,56,0,0,0,0,0,18,0,18,0
oscar-cp,oscar.cp.examples.scheduling,PerfectSquare,60,0,0,0,0,0,19,0,19,0
oscar-cp,oscar.cp.examples.scheduling,TrolleyProblem.,861,0,8,0,54,0,44,0,40,0
oscar-cp,oscar.cp.examples.scheduling,OptionalTasks.,382,0,0,0,26,0,26,0,26,0
oscar-cp,oscar.cp.examples.scheduling,DoubleReservoirShop,4,0,0,0,0,0,1,0,1,0
oscar-cp,oscar.cp.examples.scheduling,JobShop,4,0,0,0,0,0,1,0,1,0
oscar-cp,oscar.cp.examples.scheduling,VariableCapacity,47,0,0,0,0,0,15,0,15,0
oscar-cp,oscar.cp.examples.scheduling,BiRCPSP,59,0,0,0,0,0,19,0,19,0
oscar-cp,oscar.cp.examples.scheduling,CumulativeJobShop,77,0,0,0,0,0,25,0,25,0
oscar-cp,oscar.cp.examples.scheduling,OptionalTasks,56,0,0,0,0,0,18,0,18,0
oscar-cp,oscar.cp.examples.scheduling,JobShopWithLNSAndShaving.,479,0,2,0,49,0,49,0,48,0
oscar-cp,oscar.cp.examples.scheduling,JobShopWithTransitionTimes.,526,0,4,0,40,0,44,0,42,0
oscar-cp,oscar.cp.examples.scheduling,JobShopWithTransitionTimes,89,0,0,0,0,0,29,0,29,0
oscar-cp,oscar.cp.examples.scheduling,AlternativeUnary.,242,0,0,0,18,0,25,0,25,0
oscar-cp,oscar.cp.examples.scheduling,TrolleyProblem,95,0,0,0,0,0,31,0,31,0
oscar-cp,oscar.cp.examples.scheduling,AlternativeUnary,50,0,0,0,0,0,16,0,16,0
oscar-cp,oscar.cp.examples.scheduling,PerfectSquare.,499,0,4,0,31,0,32,0,30,0
oscar-cp,oscar.cp.examples.scheduling,RCPSP.,334,0,0,0,19,0,24,0,24,0
oscar-cp,oscar.cp.examples.scheduling,AlternativeTask,53,0,0,0,0,0,17,0,17,0
oscar-cp,oscar.cp.examples.scheduling,SingleReservoirShop.,309,0,0,0,22,0,8,0,8,0
oscar-cp,oscar.cp.examples.scheduling,DoubleReservoirShop.,579,0,0,0,28,0,9,0,9,0
oscar-cp,oscar.cp.examples.scheduling,CumulativeJobShop.,321,0,0,0,28,0,32,0,32,0
oscar-cp,oscar.cp.examples.scheduling,JobShopWithLNSAndShaving,97,0,0,0,0,0,31,0,31,0
oscar-cp,oscar.cp.examples.scheduling,AlternativeTask.,407,0,0,0,26,0,25,0,25,0
oscar-cp,oscar.cp.examples.scheduling,BiRCPSP.,331,0,0,0,22,0,26,0,26,0
oscar-cp,oscar.cp.examples.scheduling,SingleReservoirShop,4,0,0,0,0,0,1,0,1,0
oscar-cp,oscar.cp.nogoods.searches,RandomHeuristicNogoodBranching,216,0,18,0,46,0,16,0,7,0
oscar-cp,oscar.cp.nogoods.searches,FailureDirectedSearch.FDSDecision,143,0,6,0,11,0,6,0,3,0
oscar-cp,oscar.cp.nogoods.searches,FailureDirectedSearch.FDSChoice,84,0,10,0,9,0,13,0,8,0
oscar-cp,oscar.cp.nogoods.searches,ConflictOrderingSearch.,21,0,0,0,3,0,5,0,5,0
oscar-cp,oscar.cp.nogoods.searches,NogoodBranching,26,0,2,0,4,0,3,0,2,0
oscar-cp,oscar.cp.nogoods.searches,StaticNogoodBranching,45,0,4,0,5,0,5,0,3,0
oscar-cp,oscar.cp.nogoods.searches,SplitConflictSet,328,0,24,0,59,0,18,0,6,0
oscar-cp,oscar.cp.nogoods.searches,RestartConflictSet,297,0,24,0,69,0,21,0,9,0
oscar-cp,oscar.cp.nogoods.searches,ConstructiveDisjunction,6,0,0,0,0,0,1,0,1,0
oscar-cp,oscar.cp.nogoods.searches,ConflictOrderingSearch,139,0,8,0,21,0,17,0,13,0
oscar-cp,oscar.cp.nogoods.searches,FailureDirectedSearch.FDSLowerEq,94,0,8,0,10,0,15,0,11,0
oscar-cp,oscar.cp.nogoods.searches,FailureDirectedSearch.FDSChoiceOrdering.,27,0,4,0,6,0,4,0,2,0
oscar-cp,oscar.cp.nogoods.searches,HeuristicNogoodBranching,204,0,18,0,39,0,16,0,7,0
oscar-cp,oscar.cp.nogoods.searches,NogoodSearch,423,0,34,0,83,0,30,0,13,0
oscar-cp,oscar.cp.nogoods.searches,FailureDirectedSearch,400,0,42,0,63,0,34,0,13,0
oscar-cp,oscar.cp.nogoods.searches,HeuristicNogoodBranching.,12,0,0,0,1,0,3,0,3,0
oscar-cp,oscar.cp.nogoods.searches,FailureDirectedSearch.FDSGreater,87,0,8,0,9,0,14,0,10,0
oscar-cp,oscar.cp.nogoods.searches,BadDecisionSearch,489,0,34,0,91,0,27,0,10,0
oscar-cp,oscar.cp.nogoods.searches,ConflictOrderingSearchPhase,146,0,8,0,22,0,16,0,12,0
oscar-cp,oscar.cp.nogoods.searches,ConflictOrderingSearchPhase.,19,0,0,0,2,0,4,0,4,0
oscar-cp,oscar.cp.nogoods.searches,RandomHeuristicNogoodBranching.,12,0,0,0,1,0,3,0,3,0
oscar-cp,oscar.cp.nogoods.searches,BinaryConflictSet,265,0,22,0,47,0,18,0,7,0
oscar-cp,oscar.cp.nogoods.searches,ConstructiveDisjunction.,213,0,14,0,38,0,14,0,7,0
oscar-cp,oscar.util.tree,Node,111,0,2,0,4,0,19,0,18,0
oscar-cp,oscar.util.tree,PositionedNode.,28,0,0,0,3,0,7,0,7,0
oscar-cp,oscar.util.tree,Extent.,201,0,12,0,24,0,24,0,18,0
oscar-cp,oscar.util.tree,Extent,140,0,0,0,9,0,25,0,25,0
oscar-cp,oscar.util.tree,Node.,231,0,6,0,22,0,20,0,17,0
oscar-cp,oscar.util.tree,PositionedNode,221,0,2,0,19,0,23,0,22,0
oscar-cp,oscar.util.tree,Tree.,39,0,0,0,7,0,4,0,4,0
oscar-cp,oscar.util.tree,Tree,299,0,22,0,33,0,36,0,25,0
oscar-cp,oscar.ml.pm.examples,Run.,81,0,4,0,9,0,15,0,13,0
oscar-cp,oscar.ml.pm.examples,Run,23,0,0,0,0,0,7,0,7,0
oscar-cp,oscar.cp.constraints.binpacking,BPCFlowPlus,1334,0,166,0,218,0,100,0,17,0
oscar-cp,oscar.cp.constraints.binpacking,IsolatedBinWithCardinality,565,0,40,0,88,0,40,0,20,0
oscar-cp,oscar.cp.constraints.binpacking,BPCFlow,1179,0,146,0,198,0,90,0,17,0
oscar-cp,oscar.cp.constraints.binpacking,Pelsser2013Plus,946,0,98,0,141,0,77,0,28,0
oscar-cp,oscar.cp.constraints.binpacking,SimpleBinPackingCard,370,0,18,0,42,0,22,0,13,0
oscar-cp,oscar.cp.constraints.binpacking,Pelsser2013,965,0,78,0,120,0,67,0,28,0
oscar-cp,oscar.cp.constraints.tables,TableGAC4R.SupportsTrailEntry,4,25,1,1,0,2,1,2,0,2
oscar-cp,oscar.cp.constraints.tables,TableCT,26,572,1,45,4,103,3,31,2,9
oscar-cp,oscar.cp.constraints.tables,table.,8,309,0,30,1,39,2,32,2,17
oscar-cp,oscar.cp.constraints.tables,Great,4,0,0,0,0,0,1,0,1,0
oscar-cp,oscar.cp.constraints.tables,BasicSmartTableAlgo.,5,11,0,0,1,1,1,2,1,2
oscar-cp,oscar.cp.constraints.tables,TableCTNegStar.,5,9,0,0,0,1,1,3,1,3
oscar-cp,oscar.cp.constraints.tables,TableCTNeg,29,609,3,41,6,110,5,29,2,10
oscar-cp,oscar.cp.constraints.tables,NotInSet,82,92,9,7,2,7,19,12,13,10
oscar-cp,oscar.cp.constraints.tables,TableCTBs,234,1221,30,94,37,193,23,56,4,13
oscar-cp,oscar.cp.constraints.tables,TableAC5TCRecomp,129,306,1,21,9,41,6,24,5,14
oscar-cp,oscar.cp.constraints.tables,TableCTNegStar,169,1570,17,89,18,269,20,68,6,29
oscar-cp,oscar.cp.constraints.tables,BasicSmartTableAlgo,26,0,0,0,0,0,8,0,8,0
oscar-cp,oscar.cp.constraints.tables,shortTable.,22,60,1,5,2,8,7,7,6,5
oscar-cp,oscar.cp.constraints.tables,GreatEq.,15,12,0,0,0,1,3,3,3,3
oscar-cp,oscar.cp.constraints.tables,TableSTR2,9,664,3,41,1,110,4,28,1,9
oscar-cp,oscar.cp.constraints.tables,TableSTR3,5,519,0,34,1,87,1,25,1,8
oscar-cp,oscar.cp.constraints.tables,NegativeShortTableAlgo.,16,0,0,0,2,0,3,0,3,0
oscar-cp,oscar.cp.constraints.tables,Equal,79,81,9,9,1,8,17,14,11,11
oscar-cp,oscar.cp.constraints.tables,TableDecompNeg,5,53,0,0,1,5,1,4,1,4
oscar-cp,oscar.cp.constraints.tables,TableData,16,200,4,10,1,22,4,26,0,23
oscar-cp,oscar.cp.constraints.tables,GreatEq,96,84,11,9,5,7,20,14,13,11
oscar-cp,oscar.cp.constraints.tables,basicSmartTable,14,0,0,0,0,0,3,0,3,0
oscar-cp,oscar.cp.constraints.tables,LessEq,96,84,11,9,5,7,20,14,13,11
oscar-cp,oscar.cp.constraints.tables,ShortTableAlgo.,5,23,0,0,1,3,1,4,1,4
oscar-cp,oscar.cp.constraints.tables,negativeTable.,13,59,1,5,2,8,3,7,2,5
oscar-cp,oscar.cp.constraints.tables,basicSmartTable.,13,23,1,1,2,4,3,3,2,3
oscar-cp,oscar.cp.constraints.tables,TableShortSTR2,14,783,5,53,3,134,7,33,2,9
oscar-cp,oscar.cp.constraints.tables,TableGAC4,5,477,0,28,1,87,1,31,1,17
oscar-cp,oscar.cp.constraints.tables,Star,45,53,2,6,2,6,13,10,11,8
oscar-cp,oscar.cp.constraints.tables,InSet.,15,12,0,0,0,1,3,3,3,3
oscar-cp,oscar.cp.constraints.tables,ShortTableAlgo,32,0,0,0,0,0,10,0,10,0
oscar-cp,oscar.cp.constraints.tables,negativeTable,24,0,0,0,0,0,5,0,5,0
oscar-cp,oscar.cp.constraints.tables,TableGAC4.VariableSupports,4,192,1,5,0,30,1,10,0,8
oscar-cp,oscar.cp.constraints.tables,TableSTRNe,37,768,4,44,9,121,5,33,3,11
oscar-cp,oscar.cp.constraints.tables,Star.,11,11,0,0,0,1,3,3,3,3
oscar-cp,oscar.cp.constraints.tables,NotEqual.,15,12,0,0,0,1,3,3,3,3
oscar-cp,oscar.cp.constraints.tables,shortTable,40,0,0,0,0,0,9,0,9,0
oscar-cp,oscar.cp.constraints.tables,TableGAC4R.VariableSupports,4,243,1,5,0,39,1,11,0,9
oscar-cp,oscar.cp.constraints.tables,TableSTRbit,26,503,1,39,4,88,3,28,2,9
oscar-cp,oscar.cp.constraints.tables,TableCTStar,42,646,2,50,5,110,5,34,3,10
oscar-cp,oscar.cp.constraints.tables,TableGAC4R,5,873,0,68,1,181,1,51,1,17
oscar-cp,oscar.cp.constraints.tables,Equal.,15,12,0,0,0,1,3,3,3,3
oscar-cp,oscar.cp.constraints.tables,SmartElement.,513,306,52,14,96,23,35,19,8,13
oscar-cp,oscar.cp.constraints.tables,LessEq.,15,12,0,0,0,1,3,3,3,3
oscar-cp,oscar.cp.constraints.tables,NegativeTableAlgo.,5,23,0,0,1,3,1,4,1,4
oscar-cp,oscar.cp.constraints.tables,TableCTBs.,5,26,0,0,1,4,1,3,1,3
oscar-cp,oscar.cp.constraints.tables,Great.,16,0,0,0,3,0,3,0,3,0
oscar-cp,oscar.cp.constraints.tables,NegativeTableAlgo,32,0,0,0,0,0,10,0,10,0
oscar-cp,oscar.cp.constraints.tables,negativeShortTable,22,0,0,0,0,0,5,0,5,0
oscar-cp,oscar.cp.constraints.tables,TableCTAC6,64,1241,3,91,8,245,7,78,5,33
oscar-cp,oscar.cp.constraints.tables,table,82,0,0,0,0,0,17,0,17,0
oscar-cp,oscar.cp.constraints.tables,NotInSet.,15,12,0,0,0,1,3,3,3,3
oscar-cp,oscar.cp.constraints.tables,TableCTAC6.NodeSupport.,0,5,0,0,0,1,0,2,0,2
oscar-cp,oscar.cp.constraints.tables,TableCTAC6.NodeSupport,13,138,2,10,1,21,4,16,2,12
oscar-cp,oscar.cp.constraints.tables,TableCTStar.,12,0,0,0,1,0,3,0,3,0
oscar-cp,oscar.cp.constraints.tables,NotEqual,90,84,11,9,2,7,19,14,12,11
oscar-cp,oscar.cp.constraints.tables,TableShortSTR2.,12,0,0,0,1,0,3,0,3,0
oscar-cp,oscar.cp.constraints.tables,SmartElement,67,5,0,0,2,2,21,2,21,2
oscar-cp,oscar.cp.constraints.tables,Less.,16,0,0,0,3,0,3,0,3,0
oscar-cp,oscar.cp.constraints.tables,TableAlgo.,7,99,0,0,1,16,2,16,2,16
oscar-cp,oscar.cp.constraints.tables,TableCTAC6LongTrailEntry,0,20,0,0,0,2,0,2,0,2
oscar-cp,oscar.cp.constraints.tables,NegativeShortTableAlgo,26,0,0,0,0,0,8,0,8,0
oscar-cp,oscar.cp.constraints.tables,TableMDD4R,5,627,0,32,1,121,1,25,1,9
oscar-cp,oscar.cp.constraints.tables,Less,4,0,0,0,0,0,1,0,1,0
oscar-cp,oscar.cp.constraints.tables,TableGAC4.SupportsTrailEntry,4,25,1,1,0,2,1,2,0,2
oscar-cp,oscar.cp.constraints.tables,TableSTR2Reif,6,316,2,26,1,61,3,19,1,7
oscar-cp,oscar.cp.constraints.tables,negativeShortTable.,45,0,2,0,6,0,8,0,7,0
oscar-cp,oscar.cp.constraints.tables,InSet,84,84,7,7,3,6,19,11,14,9
oscar-cp,oscar.cp.constraints.tables,TableDecomp,5,58,0,0,1,5,1,4,1,4
oscar-cp,oscar.cp.constraints.tables,TableAlgo,71,0,0,0,0,0,23,0,23,0
oscar-cp,oscar.util.instanceGenerators.utils,Utils,11,0,0,0,0,0,2,0,2,0
oscar-cp,oscar.util.instanceGenerators.utils,Utils.,5,119,0,6,1,14,1,11,1,8
oscar-cp,oscar.util.instanceGenerators.utils,MatrixUtils.,111,103,11,11,20,26,10,7,4,2
oscar-cp,oscar.util.instanceGenerators.utils,MatrixUtils,12,0,0,0,0,0,3,0,3,0
oscar-cp,oscar.ml.classificationtree.ANDORsearch,ANDORSearch,27,0,0,0,0,0,6,0,6,0
oscar-cp,oscar.ml.classificationtree.ANDORsearch,ANDORSearch.,1456,0,118,0,190,0,79,0,20,0
oscar-cp,oscar.cp.scheduling.precedencegraph,PrecedenceGraphWithNoGoods,3,40,0,0,0,3,1,6,1,6
oscar-cp,oscar.cp.scheduling.precedencegraph,PrecedenceGraphPropagator,65,509,7,25,7,63,11,15,4,6
oscar-cp,oscar.cp.scheduling.precedencegraph,PrecedenceGraph,57,683,10,52,3,115,13,51,7,26
oscar-cp,oscar.cp.scheduling.precedencegraph,PrecedenceGraphWithNoGoods.,14,0,0,0,1,0,3,0,3,0
oscar-cp,oscar.cp.scheduling.precedencegraph,PrecedenceGraph.,26,44,0,0,2,4,3,6,3,6
oscar-cp,oscar.algo.vars,FloatVarLike,15,0,4,0,2,0,4,0,2,0
oscar-cp,oscar.algo.vars,BoolVarLike,41,0,4,0,6,0,12,0,10,0
oscar-cp,oscar.algo.vars,IntVarLike,37,74,7,3,3,15,8,9,4,8
oscar-cp,oscar.algo.search,AlternativeIndexedSeq,37,0,2,0,7,0,5,0,4,0
oscar-cp,oscar.algo.search,AlternativeLinearSeq,39,0,2,0,9,0,5,0,4,0
oscar-cp,oscar.algo.search,StatusBehaviourDelegate,49,0,0,0,9,0,7,0,7,0
oscar-cp,oscar.algo.search,Branching.,5,10,0,0,1,1,1,2,1,2
oscar-cp,oscar.algo.search,OptionalSelection.,12,5,0,0,2,1,2,1,2,1
oscar-cp,oscar.algo.search,DFSLinearizer,0,47,0,0,0,6,0,5,0,5
oscar-cp,oscar.algo.search,Objective,19,6,0,0,3,1,4,1,4,1
oscar-cp,oscar.algo.search,DummyObjective,22,0,0,0,7,0,9,0,9,0
oscar-cp,oscar.algo.search,Alternatives,11,0,0,0,1,0,3,0,3,0
oscar-cp,oscar.algo.search,Pop,5,13,0,0,1,2,2,3,2,3
oscar-cp,oscar.algo.search,AlternativeDecision,3,10,0,0,0,2,1,2,1,2
oscar-cp,oscar.algo.search,Push,5,13,0,0,1,2,2,3,2,3
oscar-cp,oscar.algo.search,LowerEq,20,24,0,0,2,2,3,4,3,4
oscar-cp,oscar.algo.search,DFSReplayer,23,261,10,22,2,44,10,12,1,5
oscar-cp,oscar.algo.search,Remove,18,24,0,0,2,2,3,4,3,4
oscar-cp,oscar.algo.search,GreaterEq,20,24,0,0,2,2,3,4,3,4
oscar-cp,oscar.algo.search,DFSearchNode,70,235,0,6,10,40,14,35,14,32
oscar-cp,oscar.algo.search,DomainDecision,0,3,0,0,0,1,0,1,0,1
oscar-cp,oscar.algo.search,BranchingUtils,0,61,0,0,0,8,0,9,0,9
oscar-cp,oscar.algo.search,DFSearch,25,310,1,37,5,78,5,28,4,10
oscar-cp,oscar.algo.search,AlternativeArray,36,0,2,0,7,0,5,0,4,0
oscar-cp,oscar.algo.search,Branching,6,21,0,2,1,6,2,5,2,4
oscar-cp,oscar.algo.search,ObjectiveObserver,3,0,0,0,1,0,1,0,1,0
oscar-cp,oscar.algo.search,DiscrepancyBranching,5,69,1,5,0,14,1,4,0,2
oscar-cp,oscar.algo.search,Decision.,18,29,0,0,4,4,4,5,4,5
oscar-cp,oscar.algo.search,DefaultDFSearchListener,48,0,0,0,12,0,10,0,10,0
oscar-cp,oscar.algo.search,Branching..anon.new Branching() {...},4,31,1,3,0,6,1,4,0,3
oscar-cp,oscar.algo.search,Branching..anon.new Branching() {...},0,11,0,0,0,1,0,2,0,2
oscar-cp,oscar.algo.search,package.,5,13,0,0,0,1,1,3,1,3
oscar-cp,oscar.algo.search,package,21,0,0,0,0,0,5,0,5,0
oscar-cp,oscar.algo.search,Alternatives.,28,0,2,0,5,0,5,0,4,0
oscar-cp,oscar.algo.search,Decision,28,0,0,0,0,0,6,0,6,0
oscar-cp,oscar.algo.search,SearchStatistics,6,51,0,0,2,7,2,7,2,7
oscar-cp,oscar.algo.search,OptionalSelection,31,0,0,0,5,0,6,0,6,0
oscar-cp,oscar.algo.search,IntConstrainableContext,12,12,0,0,1,2,2,2,2,2
oscar-cp,oscar.algo.search,Assign,18,24,0,0,2,2,3,4,3,4
oscar-cp,oscar.ml.pm.Constraints.spm,PPIC,588,0,56,0,97,0,43,0,15,0
oscar-cp,oscar.ml.pm.Constraints.spm,PPmixed,824,0,82,0,140,0,58,0,17,0
oscar-cp,oscar.ml.pm.Constraints.spm,PPICt,954,0,82,0,156,0,57,0,16,0
oscar-cp,oscar.ml.pm.Constraints.spm,PPDC,612,0,56,0,101,0,45,0,17,0
oscar-cp,oscar.cp.scheduling.search,RankBranching,0,42,0,2,0,4,0,4,0,3
oscar-cp,oscar.cp.scheduling.search,NewSetTimes.,12,0,0,0,1,0,3,0,3,0
oscar-cp,oscar.cp.scheduling.search,SetTimesBranching.,12,0,0,0,1,0,3,0,3,0
oscar-cp,oscar.cp.scheduling.search,NewSetTimes,7,299,2,22,0,60,4,20,2,10
oscar-cp,oscar.cp.scheduling.search,SetTimesBranching,61,424,15,43,10,78,13,30,2,12
oscar-cp,oscar.cp.scheduling.search,Ranker,14,109,4,2,3,8,3,7,0,7
oscar-cp,oscar.cp.scheduling.search,StaticBranchingWithOptionalActivities,0,178,0,14,0,21,0,9,0,2
oscar-cp,oscar.cp.examples.userguide,SearchLimit.,142,0,2,0,14,0,19,0,18,0
oscar-cp,oscar.cp.examples.userguide,BasicOptimizationModel,23,0,0,0,0,0,7,0,7,0
oscar-cp,oscar.cp.examples.userguide,Logical,26,0,0,0,0,0,8,0,8,0
oscar-cp,oscar.cp.examples.userguide,Logical.,152,0,0,0,12,0,15,0,15,0
